# fieldmap
#x y z t Bx By Bz Ex Ey Ez
-520 -450 -30 0 0.0552066 0.047775 -0.357185 0 0 0 
-520 -450 -20 0 0.0371487 0.0321479 -0.362258 0 0 0 
-520 -450 -10 0 0.0186848 0.0161695 -0.365415 0 0 0 
-520 -450 0 0 0 0 -0.366595 0 0 0 
-520 -450 10 0 -0.0186848 -0.0161695 -0.365415 0 0 0 
-520 -450 20 0 -0.0371487 -0.0321479 -0.362258 0 0 0 
-520 -450 30 0 -0.0552066 -0.047775 -0.357185 0 0 0 
-520 -450 40 0 -0.0726269 -0.0628502 -0.350162 0 0 0 
-520 -450 50 0 -0.0892021 -0.0771941 -0.341303 0 0 0 
-520 -450 60 0 -0.104865 -0.0907486 -0.330948 0 0 0 
-520 -450 70 0 -0.119508 -0.10342 -0.319273 0 0 0 
-520 -450 80 0 -0.132866 -0.11498 -0.30632 0 0 0 
-520 -450 90 0 -0.145019 -0.125497 -0.292455 0 0 0 
-520 -450 100 0 -0.155967 -0.134971 -0.277896 0 0 0 
-520 -440 -100 0 0.166721 0.141072 -0.286911 0 0 0 
-520 -440 -90 0 0.155249 0.131364 -0.302627 0 0 0 
-520 -440 -80 0 0.14244 0.120526 -0.317634 0 0 0 
-520 -440 -70 0 0.128288 0.108551 -0.33169 0 0 0 
-520 -440 -60 0 0.112699 0.0953607 -0.344393 0 0 0 
-520 -440 -50 0 0.0959644 0.0812006 -0.355682 0 0 0 
-520 -440 -40 0 0.0782022 0.0661711 -0.365358 0 0 0 
-520 -440 -30 0 0.0594855 0.0503339 -0.37304 0 0 0 
-520 -440 -20 0 0.0400473 0.0338862 -0.378596 0 0 0 
-520 -440 -10 0 0.0201489 0.0170491 -0.382055 0 0 0 
-520 -440 0 0 0 0 -0.383349 0 0 0 
-520 -440 10 0 -0.0201489 -0.0170491 -0.382055 0 0 0 
-520 -440 20 0 -0.0400473 -0.0338862 -0.378596 0 0 0 
-520 -440 30 0 -0.0594855 -0.0503339 -0.37304 0 0 0 
-520 -440 40 0 -0.0782022 -0.0661711 -0.365358 0 0 0 
-520 -440 50 0 -0.0959644 -0.0812006 -0.355682 0 0 0 
-520 -440 60 0 -0.112699 -0.0953607 -0.344393 0 0 0 
-520 -440 70 0 -0.128288 -0.108551 -0.33169 0 0 0 
-520 -440 80 0 -0.14244 -0.120526 -0.317634 0 0 0 
-520 -440 90 0 -0.155249 -0.131364 -0.302627 0 0 0 
-520 -440 100 0 -0.166721 -0.141072 -0.286911 0 0 0 
-520 -430 -100 0 0.178216 0.147371 -0.296093 0 0 0 
-520 -430 -90 0 0.166211 0.137444 -0.313055 0 0 0 
-520 -430 -80 0 0.152724 0.126291 -0.329299 0 0 0 
-520 -430 -70 0 0.137742 0.113902 -0.344555 0 0 0 
-520 -430 -60 0 0.121151 0.100183 -0.358381 0 0 0 
-520 -430 -50 0 0.103273 0.0853989 -0.370694 0 0 0 
-520 -430 -40 0 0.0842372 0.0696577 -0.381268 0 0 0 
-520 -430 -30 0 0.0641229 0.0530247 -0.389676 0 0 0 
-520 -430 -20 0 0.0431913 0.0357159 -0.395764 0 0 0 
-520 -430 -10 0 0.0217379 0.0179755 -0.399559 0 0 0 
-520 -430 0 0 0 0 -0.400978 0 0 0 
-520 -430 10 0 -0.0217379 -0.0179755 -0.399559 0 0 0 
-520 -430 20 0 -0.0431913 -0.0357159 -0.395764 0 0 0 
-520 -430 30 0 -0.0641229 -0.0530247 -0.389676 0 0 0 
-520 -430 40 0 -0.0842372 -0.0696577 -0.381268 0 0 0 
-520 -430 50 0 -0.103273 -0.0853989 -0.370694 0 0 0 
-520 -430 60 0 -0.121151 -0.100183 -0.358381 0 0 0 
-520 -430 70 0 -0.137742 -0.113902 -0.344555 0 0 0 
-520 -430 80 0 -0.152724 -0.126291 -0.329299 0 0 0 
-520 -430 90 0 -0.166211 -0.137444 -0.313055 0 0 0 
-520 -430 100 0 -0.178216 -0.147371 -0.296093 0 0 0 
-520 -420 -100 0 0.190483 0.153852 -0.30542 0 0 0 
-520 -420 -90 0 0.177942 0.143722 -0.323723 0 0 0 
-520 -420 -80 0 0.163757 0.132265 -0.341304 0 0 0 
-520 -420 -70 0 0.147907 0.119464 -0.357863 0 0 0 
-520 -420 -60 0 0.130258 0.105209 -0.372914 0 0 0 
-520 -420 -50 0 0.111163 0.0897856 -0.386347 0 0 0 
-520 -420 -40 0 0.0907627 0.0733083 -0.397905 0 0 0 
-520 -420 -30 0 0.0691433 0.0558465 -0.407113 0 0 0 
-520 -420 -20 0 0.046598 0.0376368 -0.413788 0 0 0 
-520 -420 -10 0 0.0234605 0.0189489 -0.417952 0 0 0 
-520 -420 0 0 0 0 -0.41951 0 0 0 
-520 -420 10 0 -0.0234605 -0.0189489 -0.417952 0 0 0 
-520 -420 20 0 -0.046598 -0.0376368 -0.413788 0 0 0 
-520 -420 30 0 -0.0691433 -0.0558465 -0.407113 0 0 0 
-520 -420 40 0 -0.0907627 -0.0733083 -0.397905 0 0 0 
-520 -420 50 0 -0.111163 -0.0897856 -0.386347 0 0 0 
-520 -420 60 0 -0.130258 -0.105209 -0.372914 0 0 0 
-520 -420 70 0 -0.147907 -0.119464 -0.357863 0 0 0 
-520 -420 80 0 -0.163757 -0.132265 -0.341304 0 0 0 
-520 -420 90 0 -0.177942 -0.143722 -0.323723 0 0 0 
-520 -420 100 0 -0.190483 -0.153852 -0.30542 0 0 0 
-520 -410 -100 0 0.203549 0.160491 -0.314868 0 0 0 
-520 -410 -90 0 0.19047 0.150178 -0.33461 0 0 0 
-520 -410 -80 0 0.175571 0.138431 -0.353633 0 0 0 
-520 -410 -70 0 0.158819 0.125223 -0.371603 0 0 0 
-520 -410 -60 0 0.140055 0.110428 -0.387986 0 0 0 
-520 -410 -50 0 0.119666 0.0943522 -0.402643 0 0 0 
