# fieldmap
#x y z t Bx By Bz Ex Ey Ez
-520 -410 -70 0 -0.0747835 0.209331 -0.364472 0 0 0 
-520 -410 -60 0 -0.0966059 0.194691 -0.371009 0 0 0 
-520 -410 -50 0 -0.118579 0.178954 -0.375452 0 0 0 
-520 -410 -40 0 -0.140527 0.162354 -0.377887 0 0 0 
-520 -410 -30 0 -0.162138 0.144978 -0.37806 0 0 0 
-520 -410 -20 0 -0.183146 0.127038 -0.375961 0 0 0 
-520 -410 -10 0 -0.203303 0.108753 -0.37163 0 0 0 
-520 -410 0 0 -0.222271 0.0903592 -0.365047 0 0 0 
-520 -410 10 0 -0.239918 0.0720973 -0.35645 0 0 0 
-520 -410 20 0 -0.256116 0.0541754 -0.34605 0 0 0 
-520 -410 30 0 -0.270751 0.0367809 -0.334053 0 0 0 
-520 -410 40 0 -0.283745 0.0200776 -0.320683 0 0 0 
-520 -410 50 0 -0.295059 0.00420318 -0.306176 0 0 0 
-520 -410 60 0 -0.304689 -0.0107331 -0.29077 0 0 0 
-520 -410 70 0 -0.312665 -0.02465 -0.274696 0 0 0 
-520 -410 80 0 -0.319039 -0.0374934 -0.258174 0 0 0 
-520 -410 90 0 -0.323821 -0.0491839 -0.241415 0 0 0 
-520 -410 100 0 -0.327152 -0.0597415 -0.224615 0 0 0 
-520 -400 -100 0 0.000358084 0.262864 -0.343409 0 0 0 
-520 -400 -90 0 -0.0206804 0.252576 -0.356833 0 0 0 
-520 -400 -80 0 -0.0427669 0.240699 -0.368664 0 0 0 
-520 -400 -70 0 -0.0656845 0.227295 -0.378654 0 0 0 
-520 -400 -60 0 -0.0891836 0.212465 -0.386584 0 0 0 
-520 -400 -50 0 -0.112989 0.196346 -0.392271 0 0 0 
-520 -400 -40 0 -0.136739 0.179042 -0.395412 0 0 0 
-520 -400 -30 0 -0.160155 0.16085 -0.396072 0 0 0 
-520 -400 -20 0 -0.183014 0.142027 -0.394359 0 0 0 
-520 -400 -10 0 -0.20503 0.122779 -0.390252 0 0 0 
-520 -400 0 0 -0.225906 0.103334 -0.383775 0 0 0 
-520 -400 10 0 -0.24541 0.0839405 -0.375072 0 0 0 
-520 -400 20 0 -0.263352 0.0648343 -0.364331 0 0 0 
-520 -400 30 0 -0.279586 0.0462329 -0.351778 0 0 0 
